code,name,network_id,network_region,description,npi_id,latitude,longitude,units
CLEMGPWF,Clements Gap,NEM,SA1,"<p>Clements Gap Wind Farm is a wind farm opened in 2010 located in the Barunga Range, South Australia near Clements Gap, some 20 minutes south of Port Pirie. The wind farm consists of 27 wind turbines with a total generating capacity of 57 MW. It provides enough electricity for up to 33,000 homes and is estimated to avoid the emission of 150,000 tonnes of greenhouse gases each year.  The Clements Gap site was chosen because of its powerful winds, easy construction access, simple grid connection, and strong community support.</p>",,-33.489773,138.111695,"[{'code': 'CLEMGPWF', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 57.0, 'capacity_maximum': 57.0, 'capacity_storage': None, 'emissions_factor_co2': None, 'data_first_seen': '2009-05-07T15:35:00+10:00', 'data_last_seen': '2025-12-04T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': None, 'commencement_date_specificity': None, 'commencement_date_display': None, 'closure_date': None, 'closure_date_specificity': None, 'closure_date_display': None, 'expected_operation_date': None, 'expected_operation_date_specificity': None, 'expected_operation_date_display': None, 'expected_closure_date': None, 'expected_closure_date_specificity': None, 'expected_closure_date_display': None, 'construction_start_date': None, 'construction_start_date_specificity': None, 'construction_start_date_display': None, 'project_approval_date': None, 'project_approval_date_specificity': None, 'project_approval_date_display': None, 'project_lodgement_date': None, 'created_at': '2023-10-18T04:34:43+00:00', 'updated_at': '2024-12-16T23:48:47+00:00'}]"
CODRGTON,Codrington,NEM,VIC1,"<p>Codrington Wind Farm is a wind farm near Yambuk on the coast of south-western Victoria, Australia.<br/>Completed in June 2001, the 18.2MW installation of 14 wind turbines generates 51 GWh annually, for a capital cost of A$30 million by<br/>Pacific Hydro being the first fully private investment in a wind farm in Australia. When opened it was Australia&#x27;s largest wind farm and the first in Victoria.<br/>The Yambuk wind farm (Part of the Portland Wind Farm project) is directly adjacent to the Codrington Wind Farm. It has a total of 30MW in its 20 turbines.</p>",,-38.282875,141.95496,"[{'code': 'CODRNGTON', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 18.2, 'capacity_maximum': 18.0, 'capacity_storage': None, 'emissions_factor_co2': None, 'data_first_seen': None, 'data_last_seen': None, 'dispatch_type': 'GENERATOR', 'commencement_date': None, 'commencement_date_specificity': None, 'commencement_date_display': None, 'closure_date': None, 'closure_date_specificity': None, 'closure_date_display': None, 'expected_operation_date': None, 'expected_operation_date_specificity': None, 'expected_operation_date_display': None, 'expected_closure_date': None, 'expected_closure_date_specificity': None, 'expected_closure_date_display': None, 'construction_start_date': None, 'construction_start_date_specificity': None, 'construction_start_date_display': None, 'project_approval_date': None, 'project_approval_date_specificity': None, 'project_approval_date_display': None, 'project_lodgement_date': None, 'created_at': '2023-10-18T04:34:44+00:00', 'updated_at': '2024-12-18T02:00:15+00:00'}]"
COLWF01,Collector,NEM,NSW1,"<p>Construction work on the 226.8MW project started in May 2019 and is expected to be finished in early 2021. The wind farm successfully exported its first safe, clean, renewable electricity in November 2020. The 54 turbines measure 150m to the blade tip and are located around 4km from Collector.</p>",,-34.823879,149.396795,"[{'code': 'COLWF01', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 226.0, 'capacity_maximum': 219.0, 'capacity_storage': None, 'emissions_factor_co2': None, 'data_first_seen': '2020-11-12T22:05:00+10:00', 'data_last_seen': '2025-12-04T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': None, 'commencement_date_specificity': None, 'commencement_date_display': None, 'closure_date': None, 'closure_date_specificity': None, 'closure_date_display': None, 'expected_operation_date': None, 'expected_operation_date_specificity': None, 'expected_operation_date_display': None, 'expected_closure_date': None, 'expected_closure_date_specificity': None, 'expected_closure_date_display': None, 'construction_start_date': None, 'construction_start_date_specificity': None, 'construction_start_date_display': None, 'project_approval_date': None, 'project_approval_date_specificity': None, 'project_approval_date_display': None, 'project_lodgement_date': None, 'created_at': '2023-10-18T04:34:44+00:00', 'updated_at': '2025-05-06T02:59:53+00:00'}]"
CBWF,Coonoer Bridge,NEM,VIC1,"<p>Coonooer Bridge Wind Farm is a wind farm 90 km northwest of Bendigo in the Australian state of Victoria. Its output is contracted to supply the Australian Capital Territory via the National Electricity Market at $81.50 per megawatt hour.The site is jointly owned by Eurus Energy, Windlab and the local community. It was the first commercial wind farm in Australia to have the local community included in the ownership in this way.</p>",,-36.472722,143.322039,"[{'code': 'CBWF1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 19.8, 'capacity_maximum': 20.0, 'capacity_storage': None, 'emissions_factor_co2': None, 'data_first_seen': None, 'data_last_seen': None, 'dispatch_type': 'GENERATOR', 'commencement_date': None, 'commencement_date_specificity': None, 'commencement_date_display': None, 'closure_date': None, 'closure_date_specificity': None, 'closure_date_display': None, 'expected_operation_date': None, 'expected_operation_date_specificity': None, 'expected_operation_date_display': None, 'expected_closure_date': None, 'expected_closure_date_specificity': None, 'expected_closure_date_display': None, 'construction_start_date': None, 'construction_start_date_specificity': None, 'construction_start_date_display': None, 'project_approval_date': None, 'project_approval_date_specificity': None, 'project_approval_date_display': None, 'project_lodgement_date': None, 'created_at': '2023-10-18T04:34:41+00:00', 'updated_at': '2025-05-08T06:16:42+00:00'}]"
COOPGWF,Coopers Gap,NEM,QLD1,"<p>Coopers Gap Wind Farm is a 453 megawatt wind power station in the Bilboa and Cooranga North region, of Australia, approximately 50 kilometres (31 mi) south-west of Kingaroy and 65 km (40 mi) north of Dalby in Queensland, Australia.<br/>A 60-metre (197 ft) wind-monitoring mast was installed in March 2006 in order to accurately measure wind speed and direction in the area.</p>",,-26.717004,151.449177,"[{'code': 'COOPGWF1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 452.0, 'capacity_maximum': 440.0, 'capacity_storage': None, 'emissions_factor_co2': None, 'data_first_seen': '2019-06-24T11:15:00+10:00', 'data_last_seen': '2025-12-04T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': None, 'commencement_date_specificity': None, 'commencement_date_display': None, 'closure_date': None, 'closure_date_specificity': None, 'closure_date_display': None, 'expected_operation_date': None, 'expected_operation_date_specificity': None, 'expected_operation_date_display': None, 'expected_closure_date': None, 'expected_closure_date_specificity': None, 'expected_closure_date_display': None, 'construction_start_date': None, 'construction_start_date_specificity': None, 'construction_start_date_display': None, 'project_approval_date': None, 'project_approval_date_specificity': None, 'project_approval_date_display': None, 'project_lodgement_date': None, 'created_at': '2023-10-18T04:34:46+00:00', 'updated_at': '2025-03-21T03:04:44+00:00'}]"
CROOKWEL,Crookwell,NEM,NSW1,"<p>Crookwell Wind Farm, located at Crookwell west of Goulburn, New South Wales with a total capacity of 4.8 MW. It was the first grid-connected wind farm in Australia when built by Pacific Power in 1998. It is now owned by Tilt Renewables.<br/>The farm was the largest wind farm in Australia when built, with the energy produced bought and on-sold to customers by then energy retailer Great Southern Energy.</p>",,-34.5165,149.54248,"[{'code': 'CROOKWEL', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 4.8, 'capacity_maximum': None, 'capacity_storage': None, 'emissions_factor_co2': None, 'data_first_seen': None, 'data_last_seen': None, 'dispatch_type': 'GENERATOR', 'commencement_date': None, 'commencement_date_specificity': None, 'commencement_date_display': None, 'closure_date': None, 'closure_date_specificity': None, 'closure_date_display': None, 'expected_operation_date': None, 'expected_operation_date_specificity': None, 'expected_operation_date_display': None, 'expected_closure_date': None, 'expected_closure_date_specificity': None, 'expected_closure_date_display': None, 'construction_start_date': None, 'construction_start_date_specificity': None, 'construction_start_date_display': None, 'project_approval_date': None, 'project_approval_date_specificity': None, 'project_approval_date_display': None, 'project_lodgement_date': None, 'created_at': '2023-10-18T04:34:46+00:00', 'updated_at': '2024-10-24T04:44:20+00:00'}]"
CROOKWF2,Crookwell 2,NEM,NSW1,"<p>In November, GPG (the international electricity generation subsidiary of Naturgy) opened its Crookwell II Wind Farm in New South Wales, inside the ATC (Australian Capital Territory) and only 90 kilometres from Canberra, the Australian capital. The facility has a power capacity of 96 MW, 28 wind turbines and it will be able to supply 42,000 homes in Canberra thanks to generating 300,000 megawatts/hour per year of renewable electricity.</p>",,-34.547676,149.589254,"[{'code': 'CROOKWF2', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 96.04, 'capacity_maximum': 91.0, 'capacity_storage': None, 'emissions_factor_co2': None, 'data_first_seen': '2018-08-14T08:50:00+10:00', 'data_last_seen': '2025-12-04T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': None, 'commencement_date_specificity': None, 'commencement_date_display': None, 'closure_date': None, 'closure_date_specificity': None, 'closure_date_display': None, 'expected_operation_date': None, 'expected_operation_date_specificity': None, 'expected_operation_date_display': None, 'expected_closure_date': None, 'expected_closure_date_specificity': None, 'expected_closure_date_display': None, 'construction_start_date': None, 'construction_start_date_specificity': None, 'construction_start_date_display': None, 'project_approval_date': None, 'project_approval_date_specificity': None, 'project_approval_date_display': None, 'project_lodgement_date': None, 'created_at': '2024-09-24T09:12:05+00:00', 'updated_at': '2025-06-25T21:51:51+00:00'}]"
CROOKWF3,Crookwell 3,NEM,NSW1,"<p>Crookwell 3 Wind Farm, located at Crookwell 25km north-west of Goulburn, and 90km north-east of Canberra, within the Upper Lachlan Shire Local Government Area, New South Wales</p>",,-34.484645,149.54447,"[{'code': 'CROOKWF3', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 57.0, 'capacity_maximum': 53.0, 'capacity_storage': None, 'emissions_factor_co2': None, 'data_first_seen': '2024-05-22T14:00:00+10:00', 'data_last_seen': '2025-12-04T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': None, 'commencement_date_specificity': None, 'commencement_date_display': None, 'closure_date': None, 'closure_date_specificity': None, 'closure_date_display': None, 'expected_operation_date': None, 'expected_operation_date_specificity': None, 'expected_operation_date_display': None, 'expected_closure_date': None, 'expected_closure_date_specificity': None, 'expected_closure_date_display': None, 'construction_start_date': None, 'construction_start_date_specificity': None, 'construction_start_date_display': None, 'project_approval_date': None, 'project_approval_date_specificity': None, 'project_approval_date_display': None, 'project_lodgement_date': None, 'created_at': '2024-10-01T04:50:18+00:00', 'updated_at': '2025-06-25T21:57:19+00:00'}]"
CROWLWF,Crowlands,NEM,VIC1,"<p>Crowlands Wind Farm is located in Western Victoria’s Pyrenees Shire Council, 25km north-east of Ararat (205km west of Melbourne). The site was identified as an area highly suitable for efficiently capturing energy from the wind.</p><p>After a long period of consultation with the local community that began in 2004, the project was granted planning approval in August 2010. Following pre-construction assessments, consultations and reviews, the layout for the project has been refined and subsequently reduced. Development approval to construct and operate a wind energy facility at Crowlands was granted to Pacific Blue in 2013.</p><p>Crowlands Wind Farm consists of 39 turbines that produce clean energy equivalent to the yearly needs of around 50,000 Victorian homes. The turbines are Senvion MM92 wind turbine generators, rated at 2.05MW each, with a maximum hub height of 100m and a maximum blade tip height of 146.5m.</p>",,-36.97615,143.097998,"[{'code': 'CROWLWF1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 79.95, 'capacity_maximum': 79.0, 'capacity_storage': None, 'emissions_factor_co2': None, 'data_first_seen': '2018-12-09T13:55:00+10:00', 'data_last_seen': '2025-12-04T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': None, 'commencement_date_specificity': None, 'commencement_date_display': None, 'closure_date': None, 'closure_date_specificity': None, 'closure_date_display': None, 'expected_operation_date': None, 'expected_operation_date_specificity': None, 'expected_operation_date_display': None, 'expected_closure_date': None, 'expected_closure_date_specificity': None, 'expected_closure_date_display': None, 'construction_start_date': None, 'construction_start_date_specificity': None, 'construction_start_date_display': None, 'project_approval_date': None, 'project_approval_date_specificity': None, 'project_approval_date_display': None, 'project_lodgement_date': None, 'created_at': '2023-10-18T04:34:46+00:00', 'updated_at': '2025-05-08T03:38:22+00:00'}]"
CRURWF1,Crudine Ridge,NEM,NSW1,"<p>The Crudine Ridge Wind Farm is a 135MW wind energy project situated approximately 45 km south of Mudgee, NSW.</p>",,-32.864748,149.81297,"[{'code': 'CRURWF1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 141.0, 'capacity_maximum': 138.0, 'capacity_storage': None, 'emissions_factor_co2': None, 'data_first_seen': '2020-12-02T11:35:00+10:00', 'data_last_seen': '2025-12-04T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': None, 'commencement_date_specificity': None, 'commencement_date_display': None, 'closure_date': None, 'closure_date_specificity': None, 'closure_date_display': None, 'expected_operation_date': None, 'expected_operation_date_specificity': None, 'expected_operation_date_display': None, 'expected_closure_date': None, 'expected_closure_date_specificity': None, 'expected_closure_date_display': None, 'construction_start_date': None, 'construction_start_date_specificity': None, 'construction_start_date_display': None, 'project_approval_date': None, 'project_approval_date_specificity': None, 'project_approval_date_display': None, 'project_lodgement_date': None, 'created_at': '2023-10-18T04:34:46+00:00', 'updated_at': '2025-05-06T06:28:00+00:00'}]"
CULLERIN,Cullerin Range,NEM,NSW1,"<p>The 30 megawatt Cullerin Range Wind Farm is  located in the localities of Cullerin and Breadalbane in the Upper Lachlan Shire, New South Wales, Australia. The wind farm was completed in 2009 and cost around $90 million. The owner, Origin Energy, sold the business to Energy Developments, a subsidiary of Duet.</p>",,-34.750995,149.381027,"[{'code': 'CULLRGWF', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 30.0, 'capacity_maximum': 30.0, 'capacity_storage': None, 'emissions_factor_co2': None, 'data_first_seen': '2009-07-01T00:05:00+10:00', 'data_last_seen': '2025-12-04T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': None, 'commencement_date_specificity': None, 'commencement_date_display': None, 'closure_date': None, 'closure_date_specificity': None, 'closure_date_display': None, 'expected_operation_date': None, 'expected_operation_date_specificity': None, 'expected_operation_date_display': None, 'expected_closure_date': None, 'expected_closure_date_specificity': None, 'expected_closure_date_display': None, 'construction_start_date': None, 'construction_start_date_specificity': None, 'construction_start_date_display': None, 'project_approval_date': None, 'project_approval_date_specificity': None, 'project_approval_date_display': None, 'project_lodgement_date': None, 'created_at': '2023-10-18T04:34:47+00:00', 'updated_at': '2025-05-08T06:04:23+00:00'}]"
DIAPURWF,Diapur 2,NEM,VIC1,<p>The wind farm has an output of up to 7.4 MW and connected to the existing 22 kV electricity network via the Nhill substation in Western Victoria. The two Vestas V150 4.0 MW turbines have 125m hub height (tip height 200m) and produce the equivalent energy usage of around 6000 households.</p>,,-36.339953,141.447361,"[{'code': 'DIAPURWF1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 8.0, 'capacity_maximum': 7.0, 'capacity_storage': None, 'emissions_factor_co2': None, 'data_first_seen': '2021-11-25T17:25:00+10:00', 'data_last_seen': '2025-12-04T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': None, 'commencement_date_specificity': None, 'commencement_date_display': None, 'closure_date': None, 'closure_date_specificity': None, 'closure_date_display': None, 'expected_operation_date': None, 'expected_operation_date_specificity': None, 'expected_operation_date_display': None, 'expected_closure_date': None, 'expected_closure_date_specificity': None, 'expected_closure_date_display': None, 'construction_start_date': None, 'construction_start_date_specificity': None, 'construction_start_date_display': None, 'project_approval_date': None, 'project_approval_date_specificity': None, 'project_approval_date_display': None, 'project_lodgement_date': None, 'created_at': '2023-10-18T04:34:49+00:00', 'updated_at': '2024-12-18T05:20:22+00:00'}]"
DULAWF,Dulacca,NEM,QLD1,<p>Dulacca Wind Farm is located between the communities of Dulacca and Drillham in the Western Downs Region of Queensland. Construction of Wind Farm commenced in October 2021 and is expected to be completed by Q3 2023.​</p>,,-26.637485,149.870186,"[{'code': 'DULAWF1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 180.0, 'capacity_maximum': 173.0, 'capacity_storage': None, 'emissions_factor_co2': None, 'data_first_seen': '2023-04-13T11:40:00+10:00', 'data_last_seen': '2025-12-04T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': None, 'commencement_date_specificity': None, 'commencement_date_display': None, 'closure_date': None, 'closure_date_specificity': None, 'closure_date_display': None, 'expected_operation_date': None, 'expected_operation_date_specificity': None, 'expected_operation_date_display': None, 'expected_closure_date': None, 'expected_closure_date_specificity': None, 'expected_closure_date_display': None, 'construction_start_date': None, 'construction_start_date_specificity': None, 'construction_start_date_display': None, 'project_approval_date': None, 'project_approval_date_specificity': None, 'project_approval_date_display': None, 'project_lodgement_date': None, 'created_at': '2023-10-18T04:34:49+00:00', 'updated_at': '2025-05-06T05:07:11+00:00'}]"
DUNDWF,Dundonnell,NEM,VIC1,"<p>Dundonnell Wind Farm is at Dundonnell, 23 kilometres (14 mi) northeast of Mortlake in the Australian state of Victoria. Construction began in January 2019 and was completed in 2020 with 80 Vestas wind turbines with a capacity to generate 336MW of electricity. The drive trains and hubs were assembled at the former Ford Australia site in Geelong.The wind farm is the largest in Victoria, soon to be overtaken by Stockyard Hill. It has contracts to supply 37% of its output to the government of Victoria and 50% to Snowy Hydro. It is being developed by Tilt Renewables. The wind farm connects to the grid via 38 kilometres of 220kV overhead transmission line to a substation near the Mortlake Power Station.A 327 tonne transformer transported at night took four nights to reach Dundonnell from Glen Waverley in eastern Melbourne in August 2019. It was manufactured there by the Wilson Transformer Company. The developer spent $80 million to connect the wind farm to the main 500 kV grid via a 38 km 220 kV Ausnet line, avoiding the connection problems many other generating stations have in the interior. Full commissioning was delayed in mid-2020 due to concerns of the Australian Energy Market Operator (AEMO), despite it being commissioned according to a plan negotiated with AEMO in 2018.</p>",,-37.863894,142.943454,"[{'code': 'DUNDWF3', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 121.0, 'capacity_maximum': 122.0, 'capacity_storage': None, 'emissions_factor_co2': None, 'data_first_seen': '2020-03-11T13:50:00+10:00', 'data_last_seen': '2025-12-04T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': None, 'commencement_date_specificity': None, 'commencement_date_display': None, 'closure_date': None, 'closure_date_specificity': None, 'closure_date_display': None, 'expected_operation_date': None, 'expected_operation_date_specificity': None, 'expected_operation_date_display': None, 'expected_closure_date': None, 'expected_closure_date_specificity': None, 'expected_closure_date_display': None, 'construction_start_date': None, 'construction_start_date_specificity': None, 'construction_start_date_display': None, 'project_approval_date': None, 'project_approval_date_specificity': None, 'project_approval_date_display': None, 'project_lodgement_date': None, 'created_at': '2023-10-18T04:34:49+00:00', 'updated_at': '2025-05-06T05:29:09+00:00'}, {'code': 'DUNDWF1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 168.0, 'capacity_maximum': 168.0, 'capacity_storage': None, 'emissions_factor_co2': None, 'data_first_seen': '2020-04-30T18:15:00+10:00', 'data_last_seen': '2025-12-04T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': None, 'commencement_date_specificity': None, 'commencement_date_display': None, 'closure_date': None, 'closure_date_specificity': None, 'closure_date_display': None, 'expected_operation_date': None, 'expected_operation_date_specificity': None, 'expected_operation_date_display': None, 'expected_closure_date': None, 'expected_closure_date_specificity': None, 'expected_closure_date_display': None, 'construction_start_date': None, 'construction_start_date_specificity': None, 'construction_start_date_display': None, 'project_approval_date': None, 'project_approval_date_specificity': None, 'project_approval_date_display': None, 'project_lodgement_date': None, 'created_at': '2023-10-18T04:34:49+00:00', 'updated_at': '2025-05-06T05:26:32+00:00'}, {'code': 'DUNDWF2', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 46.0, 'capacity_maximum': 46.0, 'capacity_storage': None, 'emissions_factor_co2': None, 'data_first_seen': '2020-03-11T17:45:00+10:00', 'data_last_seen': '2025-12-04T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': None, 'commencement_date_specificity': None, 'commencement_date_display': None, 'closure_date': None, 'closure_date_specificity': None, 'closure_date_display': None, 'expected_operation_date': None, 'expected_operation_date_specificity': None, 'expected_operation_date_display': None, 'expected_closure_date': None, 'expected_closure_date_specificity': None, 'expected_closure_date_display': None, 'construction_start_date': None, 'construction_start_date_specificity': None, 'construction_start_date_display': None, 'project_approval_date': None, 'project_approval_date_specificity': None, 'project_approval_date_display': None, 'project_lodgement_date': None, 'created_at': '2023-10-18T04:34:49+00:00', 'updated_at': '2025-05-06T05:27:52+00:00'}]"
ELAINEWF,Elaine,NEM,VIC1,"<p>Lal Lal Wind Farms, which consists of the adjacent Yendon and Elaine sites, are located approximately 10km southeast of Ballarat, Victoria in the area originally inhabited by the Wathaurong people and consist of 60 x 3.8MW turbines in total.</p><p>Elaine Wind Farm comprises 22 wind turbines and connects to the 220kV network via the Elaine Terminal Station.</p>",,-37.6352,144.0237,"[{'code': 'ELAINWF1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 83.6, 'capacity_maximum': 82.0, 'capacity_storage': None, 'emissions_factor_co2': None, 'data_first_seen': '2020-04-07T04:25:00+10:00', 'data_last_seen': '2025-12-04T00:00:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': None, 'commencement_date_specificity': None, 'commencement_date_display': None, 'closure_date': None, 'closure_date_specificity': None, 'closure_date_display': None, 'expected_operation_date': None, 'expected_operation_date_specificity': None, 'expected_operation_date_display': None, 'expected_closure_date': None, 'expected_closure_date_specificity': None, 'expected_closure_date_display': None, 'construction_start_date': None, 'construction_start_date_specificity': None, 'construction_start_date_display': None, 'project_approval_date': None, 'project_approval_date_specificity': None, 'project_approval_date_display': None, 'project_lodgement_date': None, 'created_at': '2023-10-18T04:34:50+00:00', 'updated_at': '2025-05-08T03:30:15+00:00'}]"
FWF,Ferguson,NEM,VIC1,"<p>Ferguson Wind Farm has an output of 10.8 MW and is connected to the existing 22 kV electricity network in the southwest Victoria via two separate connection points (Ferguson North 3.6 MW and Ferguson South 7.2 MW). It consists of three Vestas V136 4.0 MW turbines that have a rotor diameter of 136m, a tip height of 200m and together produce the equivalent energy usage of around 7,500 households.</p>",,-38.610902,143.179321,"[{'code': 'FNWF1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 4.0, 'capacity_maximum': 3.0, 'capacity_storage': None, 'emissions_factor_co2': None, 'data_first_seen': None, 'data_last_seen': None, 'dispatch_type': 'GENERATOR', 'commencement_date': None, 'commencement_date_specificity': None, 'commencement_date_display': None, 'closure_date': None, 'closure_date_specificity': None, 'closure_date_display': None, 'expected_operation_date': None, 'expected_operation_date_specificity': None, 'expected_operation_date_display': None, 'expected_closure_date': None, 'expected_closure_date_specificity': None, 'expected_closure_date_display': None, 'construction_start_date': None, 'construction_start_date_specificity': None, 'construction_start_date_display': None, 'project_approval_date': None, 'project_approval_date_specificity': None, 'project_approval_date_display': None, 'project_lodgement_date': None, 'created_at': '2024-12-18T22:26:59+00:00', 'updated_at': '2025-06-25T23:41:58+00:00'}, {'code': 'FSWF1', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 8.0, 'capacity_maximum': 7.0, 'capacity_storage': None, 'emissions_factor_co2': None, 'data_first_seen': None, 'data_last_seen': None, 'dispatch_type': 'GENERATOR', 'commencement_date': None, 'commencement_date_specificity': None, 'commencement_date_display': None, 'closure_date': None, 'closure_date_specificity': None, 'closure_date_display': None, 'expected_operation_date': None, 'expected_operation_date_specificity': None, 'expected_operation_date_display': None, 'expected_closure_date': None, 'expected_closure_date_specificity': None, 'expected_closure_date_display': None, 'construction_start_date': None, 'construction_start_date_specificity': None, 'construction_start_date_display': None, 'project_approval_date': None, 'project_approval_date_specificity': None, 'project_approval_date_display': None, 'project_lodgement_date': None, 'created_at': '2024-12-18T22:28:18+00:00', 'updated_at': '2025-06-25T23:42:10+00:00'}]"
FLYCRKWF,Flyers Creek,NEM,NSW1,<p>Flyers Creek Wind Farm is a 145-Megawatt project owned by Iberdrola Australia. The wind farm site is located approximately 20 kilometres south of Orange in the Blayney and Cabonne Local Government Areas in the Central West region of New South Wales.</p>,,-33.521475,149.045234,"[{'code': 'FLYCRKWF', 'fueltech_id': 'wind', 'status_id': 'operating', 'capacity_registered': 145.0, 'capacity_maximum': 140.0, 'capacity_storage': None, 'emissions_factor_co2': None, 'data_first_seen': '2023-09-20T11:00:00+10:00', 'data_last_seen': '2025-12-03T18:25:00+10:00', 'dispatch_type': 'GENERATOR', 'commencement_date': None, 'commencement_date_specificity': None, 'commencement_date_display': None, 'closure_date': None, 'closure_date_specificity': None, 'closure_date_display': None, 'expected_operation_date': None, 'expected_operation_date_specificity': None, 'expected_operation_date_display': None, 'expected_closure_date': None, 'expected_closure_date_specificity': None, 'expected_closure_date_display': None, 'construction_start_date': None, 'construction_start_date_specificity': None, 'construction_start_date_display': None, 'project_approval_date': None, 'project_approval_date_specificity': None, 'project_approval_date_display': None, 'project_lodgement_date': None, 'created_at': '2023-10-18T04:34:52+00:00', 'updated_at': '2025-05-06T06:14:47+00:00'}]"
