code,name,network_id,network_region,description,npi_id,location,units,created_at,updated_at
BADGINGARRA,Badgingarra,WEM,WEM,"<p>The Badgingarra Wind Farm (BWF) is located just to the north of APA’s 80-megawatt Emu Downs Wind Farm and the 20-megawatt Emu Downs Solar Farm. BWF consists of 37 Siemens 3.6-megawatt wind turbine generators installed with a hub height of 85 metres and tip height of 150 metres.</p><p>BWF generates 130 megawatts of power into the Western Power electricity grid, creating a 230-megawatt renewable energy precinct near Cervantes, approximately 180 kilometres north of Perth, Western Australia.</p><p>The $315 million APA development is underpinned by an agreement with Alinta Energy for the purchase of all the energy and Large Scale Renewable Generation Certificates generated by the wind farm through to December 2035.</p>",,lat=-30.439924 lng=115.324045,"[FacilityUnit(code='BADGINGARRA_WF1', fueltech_id=<UnitFueltechType.WIND: 'wind'>, status_id=<UnitStatusType.OPERATING: 'operating'>, capacity_registered=130.0, capacity_maximum=None, capacity_storage=None, emissions_factor_co2=None, data_first_seen=datetime.datetime(2019, 1, 14, 14, 0, tzinfo=TzInfo(28800)), data_last_seen=datetime.datetime(2025, 11, 30, 7, 55, tzinfo=TzInfo(28800)), dispatch_type='GENERATOR', commencement_date=None, commencement_date_specificity=None, commencement_date_display=None, closure_date=None, closure_date_specificity=None, closure_date_display=None, expected_operation_date=None, expected_operation_date_specificity=None, expected_operation_date_display=None, expected_closure_date=None, expected_closure_date_specificity=None, expected_closure_date_display=None, construction_start_date=None, construction_start_date_specificity=None, construction_start_date_display=None, project_approval_date=None, project_approval_date_specificity=None, project_approval_date_display=None, project_lodgement_date=None, created_at=datetime.datetime(2023, 10, 18, 4, 34, 32, tzinfo=TzInfo(0)), updated_at=datetime.datetime(2025, 5, 6, 6, 49, 19, tzinfo=TzInfo(0)))]",2023-10-18 04:34:32+00:00,2025-07-08 04:32:54+00:00
BLAIRFOX_BEROSRD_WF,Beros Road,WEM,WEM,"<p>Blair Fox managed the purchase and dismantling of 19 ENERCON E40 500kW wind turbines from the Vila Lobos Wind Farm near Lamego, Portugal.<br/><br/>These wind turbines were transported to Western Australia, refurbished and installed at the Beros Rd Wind Farm at Warradarge around 270km north of Perth.</p>",,lat=-29.957885 lng=115.362947,"[FacilityUnit(code='BLAIRFOX_BEROSRD_WF1', fueltech_id=<UnitFueltechType.WIND: 'wind'>, status_id=<UnitStatusType.OPERATING: 'operating'>, capacity_registered=9.5, capacity_maximum=None, capacity_storage=None, emissions_factor_co2=None, data_first_seen=datetime.datetime(2019, 7, 29, 8, 0, tzinfo=TzInfo(28800)), data_last_seen=datetime.datetime(2025, 11, 30, 7, 55, tzinfo=TzInfo(28800)), dispatch_type='GENERATOR', commencement_date=None, commencement_date_specificity=None, commencement_date_display=None, closure_date=None, closure_date_specificity=None, closure_date_display=None, expected_operation_date=None, expected_operation_date_specificity=None, expected_operation_date_display=None, expected_closure_date=None, expected_closure_date_specificity=None, expected_closure_date_display=None, construction_start_date=None, construction_start_date_specificity=None, construction_start_date_display=None, project_approval_date=None, project_approval_date_specificity=None, project_approval_date_display=None, project_lodgement_date=None, created_at=datetime.datetime(2024, 12, 3, 2, 14, 50, tzinfo=TzInfo(0)), updated_at=datetime.datetime(2024, 12, 4, 0, 8, 1, tzinfo=TzInfo(0)))]",2024-12-03 02:03:39+00:00,2024-12-11 00:50:16+00:00
BREMER_BAY,Bremer Bay,WEM,WEM,"<p>This installation, opened in 2004, generates around 40% of Bremer Bay&#x27;s annual electricity, which reduces the diesel consumption required by around 40,000 litres. Situated at Bremer Bay, around 400km south-east of Perth, the 600kw turbine sits at 46 metres high, featuring three 22-metre-long blades. An identical wind turbine was installed at Hopetoun Wind Farm, about 175km west of Esperance.</p>",,lat=-34.399033 lng=119.389377,"[FacilityUnit(code='BREMER_BAY_WF1', fueltech_id=<UnitFueltechType.WIND: 'wind'>, status_id=<UnitStatusType.OPERATING: 'operating'>, capacity_registered=0.6, capacity_maximum=None, capacity_storage=None, emissions_factor_co2=None, data_first_seen=datetime.datetime(2013, 12, 18, 8, 0, tzinfo=TzInfo(28800)), data_last_seen=datetime.datetime(2025, 11, 30, 7, 55, tzinfo=TzInfo(28800)), dispatch_type='GENERATOR', commencement_date=None, commencement_date_specificity=None, commencement_date_display=None, closure_date=None, closure_date_specificity=None, closure_date_display=None, expected_operation_date=None, expected_operation_date_specificity=None, expected_operation_date_display=None, expected_closure_date=None, expected_closure_date_specificity=None, expected_closure_date_display=None, construction_start_date=None, construction_start_date_specificity=None, construction_start_date_display=None, project_approval_date=None, project_approval_date_specificity=None, project_approval_date_display=None, project_lodgement_date=None, created_at=datetime.datetime(2023, 10, 18, 4, 34, 39, tzinfo=TzInfo(0)), updated_at=datetime.datetime(2024, 10, 25, 0, 38, tzinfo=TzInfo(0)))]",2023-10-18 04:34:39+00:00,2024-10-29 02:58:12+00:00
INVESTEC_COLLGAR,Collgar,WEM,WEM,"<p>Collgar Wind Farm is a wind farm located approximately 25 kilometres south-east of Merredin, Western Australia. With 111 Vestas V90-2MW wind turbines built in the first stage, and a total capacity of 222 MW, it is expected to generate 720 GWh on average per year over the life of the project. It became fully operational in October 2011.</p>",,lat=-31.59751 lng=118.490597,"[FacilityUnit(code='INVESTEC_COLLGAR_WF1', fueltech_id=<UnitFueltechType.WIND: 'wind'>, status_id=<UnitStatusType.OPERATING: 'operating'>, capacity_registered=222.0, capacity_maximum=None, capacity_storage=None, emissions_factor_co2=None, data_first_seen=datetime.datetime(2013, 12, 17, 8, 0, tzinfo=TzInfo(28800)), data_last_seen=datetime.datetime(2025, 11, 30, 7, 55, tzinfo=TzInfo(28800)), dispatch_type='GENERATOR', commencement_date=None, commencement_date_specificity=None, commencement_date_display=None, closure_date=None, closure_date_specificity=None, closure_date_display=None, expected_operation_date=None, expected_operation_date_specificity=None, expected_operation_date_display=None, expected_closure_date=None, expected_closure_date_specificity=None, expected_closure_date_display=None, construction_start_date=None, construction_start_date_specificity=None, construction_start_date_display=None, project_approval_date=None, project_approval_date_specificity=None, project_approval_date_display=None, project_lodgement_date=None, created_at=datetime.datetime(2023, 10, 18, 4, 34, 59, tzinfo=TzInfo(0)), updated_at=datetime.datetime(2024, 10, 2, 5, 32, 23, tzinfo=TzInfo(0)))]",2023-10-18 04:34:59+00:00,2025-07-08 03:53:53+00:00
DCWL_DENMARK,Denmark,WEM,WEM,<p></p>,,lat=-35.036971 lng=117.319012,"[FacilityUnit(code='DCWL_DENMARK_WF1', fueltech_id=<UnitFueltechType.WIND: 'wind'>, status_id=<UnitStatusType.OPERATING: 'operating'>, capacity_registered=1.44, capacity_maximum=None, capacity_storage=None, emissions_factor_co2=None, data_first_seen=datetime.datetime(2013, 12, 17, 8, 0, tzinfo=TzInfo(28800)), data_last_seen=datetime.datetime(2025, 11, 30, 7, 55, tzinfo=TzInfo(28800)), dispatch_type='GENERATOR', commencement_date=None, commencement_date_specificity=None, commencement_date_display=None, closure_date=None, closure_date_specificity=None, closure_date_display=None, expected_operation_date=None, expected_operation_date_specificity=None, expected_operation_date_display=None, expected_closure_date=None, expected_closure_date_specificity=None, expected_closure_date_display=None, construction_start_date=None, construction_start_date_specificity=None, construction_start_date_display=None, project_approval_date=None, project_approval_date_specificity=None, project_approval_date_display=None, project_lodgement_date=None, created_at=datetime.datetime(2023, 10, 18, 4, 34, 47, tzinfo=TzInfo(0)), updated_at=datetime.datetime(2025, 5, 8, 6, 24, 48, tzinfo=TzInfo(0)))]",2023-10-18 04:34:47+00:00,2024-09-25 23:06:46+00:00
EDWFMAN,Emu Downs,WEM,WEM,"<p>Emu Downs Solar Farm is a solar farm adjacent to Emu Downs Wind Farm in Western Australia, Australia. It was developed and is owned by APA Group. At the time of its completion in 2018, it was the largest solar farm in Western Australia.When APA group bought Emu Downs Wind Farm in June 2011, it realised that there is usually a drop in output in the middle of the day as the wind changes from easterly in the morning to the westerly Fremantle Doctor in the afternoon. To balance that and achieve better utilisation of transmission infrastructure, APA installed a 20MW solar farm on an adjacent site. The solar farm&#x27;s peak output is during the time when the wind farm is not at full capacity, so no additional capacity was needed in the substation or grid connection point. The solar farm has 75,000 photovoltaic solar panels on a 70-hectare site east of the wind farm. It cost A$50 million (including a federal government grant of A$5.5 million) and began operation in December 2017. The output of both the solar and wind farms is contracted to Synergy until 2030.</p>",,lat=-30.475647 lng=115.379052,"[FacilityUnit(code='EDWFMAN_WF1', fueltech_id=<UnitFueltechType.WIND: 'wind'>, status_id=<UnitStatusType.OPERATING: 'operating'>, capacity_registered=79.2, capacity_maximum=None, capacity_storage=None, emissions_factor_co2=None, data_first_seen=datetime.datetime(2013, 12, 17, 9, 0, tzinfo=TzInfo(28800)), data_last_seen=datetime.datetime(2025, 11, 30, 7, 55, tzinfo=TzInfo(28800)), dispatch_type='GENERATOR', commencement_date=None, commencement_date_specificity=None, commencement_date_display=None, closure_date=None, closure_date_specificity=None, closure_date_display=None, expected_operation_date=None, expected_operation_date_specificity=None, expected_operation_date_display=None, expected_closure_date=None, expected_closure_date_specificity=None, expected_closure_date_display=None, construction_start_date=None, construction_start_date_specificity=None, construction_start_date_display=None, project_approval_date=None, project_approval_date_specificity=None, project_approval_date_display=None, project_lodgement_date=None, created_at=datetime.datetime(2023, 10, 18, 4, 34, 50, tzinfo=TzInfo(0)), updated_at=datetime.datetime(2025, 5, 8, 3, 49, 37, tzinfo=TzInfo(0)))]",2023-10-18 04:34:50+00:00,2025-07-08 05:29:38+00:00
FLATROCKS,Flat Rocks,WEM,WEM,"<p>The Flat Rocks Wind Farm Stage 1 Project will consist of the construction and operation of 18 wind turbines  and the related civil and electrical infrastructure. The project site spans the shires of Kojonup and Broomehill-Tambellup, in the Great Southern Region of Western Australia. Construction of the project commenced in 2022 and it’s anticipated for the project to be fully operational in 2024.</p><p>The construction of the Flat Rocks Wind Farm Stage 1 has an investment value of over $200 million. The estimated construction timeframe for the plant is expected to be approximately 18 months while the plant&#x27;s operational life is estimated at approximately 30 years.</p>",,lat=-33.992789 lng=117.354335,"[FacilityUnit(code='FLATROCKS_WF1', fueltech_id=<UnitFueltechType.WIND: 'wind'>, status_id=<UnitStatusType.OPERATING: 'operating'>, capacity_registered=75.6, capacity_maximum=None, capacity_storage=None, emissions_factor_co2=None, data_first_seen=datetime.datetime(2023, 11, 26, 12, 5, tzinfo=TzInfo(28800)), data_last_seen=datetime.datetime(2025, 11, 30, 7, 55, tzinfo=TzInfo(28800)), dispatch_type='GENERATOR', commencement_date=None, commencement_date_specificity=None, commencement_date_display=None, closure_date=None, closure_date_specificity=None, closure_date_display=None, expected_operation_date=None, expected_operation_date_specificity=None, expected_operation_date_display=None, expected_closure_date=None, expected_closure_date_specificity=None, expected_closure_date_display=None, construction_start_date=None, construction_start_date_specificity=None, construction_start_date_display=None, project_approval_date=None, project_approval_date_specificity=None, project_approval_date_display=None, project_lodgement_date=None, created_at=datetime.datetime(2024, 9, 19, 23, 48, 21, tzinfo=TzInfo(0)), updated_at=datetime.datetime(2025, 5, 8, 3, 54, 36, tzinfo=TzInfo(0)))]",2024-09-19 23:46:34+00:00,2024-11-04 03:44:14+00:00
GRASMERE,Grasmere,WEM,WEM,"<p>Albany wind and Grasmere farms are two wind power stations near Albany, Western Australia, owned by Bright Energy Investments. They are adjacent and are often considered a single facility. They have 18 wind turbines, with a maximum generating capacity of 35.4 MW of electricity. The original Albany Wind Farm was commissioned in October 2001, after ten years of planning. The wind farm has the capacity to produce 80 per cent of the electricity requirements of Albany.</p>",,lat=-35.065835 lng=117.797506,"[FacilityUnit(code='GRASMERE_WF1', fueltech_id=<UnitFueltechType.WIND: 'wind'>, status_id=<UnitStatusType.OPERATING: 'operating'>, capacity_registered=13.8, capacity_maximum=None, capacity_storage=None, emissions_factor_co2=None, data_first_seen=datetime.datetime(2013, 12, 18, 8, 0, tzinfo=TzInfo(28800)), data_last_seen=datetime.datetime(2025, 11, 30, 7, 55, tzinfo=TzInfo(28800)), dispatch_type='GENERATOR', commencement_date=None, commencement_date_specificity=None, commencement_date_display=None, closure_date=None, closure_date_specificity=None, closure_date_display=None, expected_operation_date=None, expected_operation_date_specificity=None, expected_operation_date_display=None, expected_closure_date=None, expected_closure_date_specificity=None, expected_closure_date_display=None, construction_start_date=None, construction_start_date_specificity=None, construction_start_date_display=None, project_approval_date=None, project_approval_date_specificity=None, project_approval_date_display=None, project_lodgement_date=None, created_at=datetime.datetime(2023, 10, 18, 4, 34, 53, tzinfo=TzInfo(0)), updated_at=datetime.datetime(2025, 5, 8, 6, 19, tzinfo=TzInfo(0)))]",2023-10-18 04:34:53+00:00,2024-10-29 03:03:15+00:00
KALBARRI,Kalbarri,WEM,WEM,"<p>Located around 20km south of Kalbarri, this wind farm generates around one third of the electricity needed by the Kalbarri community, offsetting nearly 5,000 tonnes of greenhouse gases each year. While 1.6 megawatts are supplied by the wind farm, another 2 megawatts are stored in a back-up battery. The project was completed in 2021 to provide an alternative and renewable energy supply to Kalbarri if connection to the main grid is lost.</p>",,lat=-27.898303 lng=114.192354,"[FacilityUnit(code='KALBARRI_WF1', fueltech_id=<UnitFueltechType.WIND: 'wind'>, status_id=<UnitStatusType.OPERATING: 'operating'>, capacity_registered=1.6, capacity_maximum=None, capacity_storage=None, emissions_factor_co2=None, data_first_seen=datetime.datetime(2013, 12, 18, 8, 0, tzinfo=TzInfo(28800)), data_last_seen=datetime.datetime(2025, 11, 30, 7, 55, tzinfo=TzInfo(28800)), dispatch_type='GENERATOR', commencement_date=None, commencement_date_specificity=None, commencement_date_display=None, closure_date=None, closure_date_specificity=None, closure_date_display=None, expected_operation_date=None, expected_operation_date_specificity=None, expected_operation_date_display=None, expected_closure_date=None, expected_closure_date_specificity=None, expected_closure_date_display=None, construction_start_date=None, construction_start_date_specificity=None, construction_start_date_display=None, project_approval_date=None, project_approval_date_specificity=None, project_approval_date_display=None, project_lodgement_date=None, created_at=datetime.datetime(2023, 10, 18, 4, 35, 1, tzinfo=TzInfo(0)), updated_at=datetime.datetime(2024, 10, 24, 5, 1, 36, tzinfo=TzInfo(0)))]",2023-10-18 04:35:01+00:00,2024-10-29 03:02:32+00:00
BLAIRFOX_KARAKIN,Karakin,WEM,WEM,"<p>Blair Fox managed the purchase and dismantling of 20 ENERCON E40 500kW wind turbines from the San Giorgio La Molara wind farm in the province of Benevento, Italy.<br/><br/>These wind turbines were transported to Western Australia, refurbished and installed at the West Hills and Karakin Wind Farms around 150km north of Perth.<br/><br/>The 5MW Karakin Wind Farm supplies local horticulturalists over a private 33kV distribution network with the balance of electricity generated used to supply Blair Fox retail customers in the South West Interconnected System (SWIS).</p>",,lat=-30.942242 lng=115.366613,"[FacilityUnit(code='BLAIRFOX_KARAKIN_WF1', fueltech_id=<UnitFueltechType.WIND: 'wind'>, status_id=<UnitStatusType.OPERATING: 'operating'>, capacity_registered=5.0, capacity_maximum=None, capacity_storage=None, emissions_factor_co2=None, data_first_seen=datetime.datetime(2013, 12, 17, 9, 0, tzinfo=TzInfo(28800)), data_last_seen=datetime.datetime(2025, 11, 30, 7, 55, tzinfo=TzInfo(28800)), dispatch_type='GENERATOR', commencement_date=None, commencement_date_specificity=None, commencement_date_display=None, closure_date=None, closure_date_specificity=None, closure_date_display=None, expected_operation_date=None, expected_operation_date_specificity=None, expected_operation_date_display=None, expected_closure_date=None, expected_closure_date_specificity=None, expected_closure_date_display=None, construction_start_date=None, construction_start_date_specificity=None, construction_start_date_display=None, project_approval_date=None, project_approval_date_specificity=None, project_approval_date_display=None, project_lodgement_date=None, created_at=datetime.datetime(2023, 10, 18, 4, 34, 36, tzinfo=TzInfo(0)), updated_at=datetime.datetime(2024, 10, 28, 23, 40, 26, tzinfo=TzInfo(0)))]",2023-10-18 04:34:36+00:00,2024-12-11 00:54:24+00:00
SKYFRM_MTBARKER,Mount Barker,WEM,WEM,"<p>The Mt Barker Windfarm was commissioned in March of 2011. The project consists of three 800kW E53 Enercon wind turbines are on a hill on a private sheep farm 4 km north of Mt Barker on the western side of Albany Highway. These wind turbines are bigger than those in Esperance but smaller than those in Albany. As Mt Barker is inland, they are on 73m high towers. The project cost was about $8.5 million in total.</p>",,lat=-34.601163 lng=117.643904,"[FacilityUnit(code='SKYFRM_MTBARKER_WF1', fueltech_id=<UnitFueltechType.WIND: 'wind'>, status_id=<UnitStatusType.OPERATING: 'operating'>, capacity_registered=2.43, capacity_maximum=None, capacity_storage=None, emissions_factor_co2=None, data_first_seen=datetime.datetime(2013, 12, 17, 8, 0, tzinfo=TzInfo(28800)), data_last_seen=datetime.datetime(2025, 11, 30, 7, 55, tzinfo=TzInfo(28800)), dispatch_type='GENERATOR', commencement_date=None, commencement_date_specificity=None, commencement_date_display=None, closure_date=None, closure_date_specificity=None, closure_date_display=None, expected_operation_date=None, expected_operation_date_specificity=None, expected_operation_date_display=None, expected_closure_date=None, expected_closure_date_specificity=None, expected_closure_date_display=None, construction_start_date=None, construction_start_date_specificity=None, construction_start_date_display=None, project_approval_date=None, project_approval_date_specificity=None, project_approval_date_display=None, project_lodgement_date=None, created_at=datetime.datetime(2023, 10, 18, 4, 35, 19, tzinfo=TzInfo(0)), updated_at=datetime.datetime(2025, 5, 13, 3, 37, 20, tzinfo=TzInfo(0)))]",2023-10-18 04:35:19+00:00,2024-09-25 06:29:37+00:00
MWF_MUMBIDA,Mumbida,WEM,WEM,<p>Mumbida Wind Farm is a 55 MW renewable energy project that was developed by joint venture partners Synergy and Infrastructure Capital Group (ICG). Construction of Mumbida was completed in 2013.</p>,,lat=-29.011063 lng=114.966228,"[FacilityUnit(code='MWF_MUMBIDA_WF1', fueltech_id=<UnitFueltechType.WIND: 'wind'>, status_id=<UnitStatusType.OPERATING: 'operating'>, capacity_registered=55.0, capacity_maximum=None, capacity_storage=None, emissions_factor_co2=None, data_first_seen=datetime.datetime(2013, 12, 17, 8, 0, tzinfo=TzInfo(28800)), data_last_seen=datetime.datetime(2025, 11, 30, 7, 55, tzinfo=TzInfo(28800)), dispatch_type='GENERATOR', commencement_date=None, commencement_date_specificity=None, commencement_date_display=None, closure_date=None, closure_date_specificity=None, closure_date_display=None, expected_operation_date=None, expected_operation_date_specificity=None, expected_operation_date_display=None, expected_closure_date=None, expected_closure_date_specificity=None, expected_closure_date_display=None, construction_start_date=None, construction_start_date_specificity=None, construction_start_date_display=None, project_approval_date=None, project_approval_date_specificity=None, project_approval_date_display=None, project_lodgement_date=None, created_at=datetime.datetime(2023, 10, 18, 4, 35, 12, tzinfo=TzInfo(0)), updated_at=datetime.datetime(2025, 5, 13, 3, 50, 12, tzinfo=TzInfo(0)))]",2023-10-18 04:35:12+00:00,2025-07-08 06:03:40+00:00
ALINTA_WWF,Walkaway,WEM,WEM,"<p>Alinta wind farm (also known as Walkaway wind farm) is a wind power station at Walkaway, just south of Geraldton, Western Australia. It is  owned by Infigen Energy and has offtake agreements with Alinta Energy and AGL Energy.The Alinta wind farm has an installed capacity of 89.1 megawatts. It supplies Perth and the south west in the South West Interconnected System (SWIS).<br/>Each year the wind farm generates energy that would normally produce 360,150 tonnes of greenhouse gases if generated by fossil fuel based methods. This is the equivalent of removing 76,000 cars from the roads.Electricity produced by the wind farm is purchased  mainly by Alinta Energy.</p>",,lat=-28.902492 lng=114.892717,"[FacilityUnit(code='ALINTA_WWF', fueltech_id=<UnitFueltechType.WIND: 'wind'>, status_id=<UnitStatusType.OPERATING: 'operating'>, capacity_registered=89.1, capacity_maximum=None, capacity_storage=None, emissions_factor_co2=None, data_first_seen=datetime.datetime(2013, 12, 17, 8, 0, tzinfo=TzInfo(28800)), data_last_seen=datetime.datetime(2025, 11, 30, 7, 55, tzinfo=TzInfo(28800)), dispatch_type='GENERATOR', commencement_date=None, commencement_date_specificity=None, commencement_date_display=None, closure_date=None, closure_date_specificity=None, closure_date_display=None, expected_operation_date=None, expected_operation_date_specificity=None, expected_operation_date_display=None, expected_closure_date=None, expected_closure_date_specificity=None, expected_closure_date_display=None, construction_start_date=None, construction_start_date_specificity=None, construction_start_date_display=None, project_approval_date=None, project_approval_date_specificity=None, project_approval_date_display=None, project_lodgement_date=None, created_at=datetime.datetime(2023, 10, 18, 4, 34, 30, tzinfo=TzInfo(0)), updated_at=datetime.datetime(2025, 5, 13, 5, 41, 29, tzinfo=TzInfo(0)))]",2023-10-18 04:34:30+00:00,2025-07-08 05:16:38+00:00
WARRADARGE,Warradarge,WEM,WEM,"<p>The Warradarge Wind Farm will have a total output of 180 megawatts with a capacity factor of nearly 50 per cent – the equivalent of the average annual electricity needs of 148,500 West Australian homes.</p>",,lat=-30.041742 lng=115.346019,"[FacilityUnit(code='WARRADARGE_WF1', fueltech_id=<UnitFueltechType.WIND: 'wind'>, status_id=<UnitStatusType.OPERATING: 'operating'>, capacity_registered=180.0, capacity_maximum=None, capacity_storage=None, emissions_factor_co2=None, data_first_seen=datetime.datetime(2020, 8, 5, 11, 0, tzinfo=TzInfo(28800)), data_last_seen=datetime.datetime(2025, 11, 30, 7, 55, tzinfo=TzInfo(28800)), dispatch_type='GENERATOR', commencement_date=None, commencement_date_specificity=None, commencement_date_display=None, closure_date=None, closure_date_specificity=None, closure_date_display=None, expected_operation_date=None, expected_operation_date_specificity=None, expected_operation_date_display=None, expected_closure_date=None, expected_closure_date_specificity=None, expected_closure_date_display=None, construction_start_date=None, construction_start_date_specificity=None, construction_start_date_display=None, project_approval_date=None, project_approval_date_specificity=None, project_approval_date_display=None, project_lodgement_date=None, created_at=datetime.datetime(2023, 10, 18, 4, 35, 27, tzinfo=TzInfo(0)), updated_at=datetime.datetime(2025, 5, 13, 5, 54, 28, tzinfo=TzInfo(0)))]",2023-10-18 04:35:27+00:00,2025-07-31 07:49:56+00:00
BLAIRFOX_WESTHILLS,West Hills,WEM,WEM,"<p>Blair Fox managed the purchase and dismantling of 20 ENERCON E40 500kW wind turbines from the San Giorgio La Molara wind farm in the province of Benevento, Italy.<br/><br/>These wind turbines were transported to Western Australia, refurbished and installed at the West Hills and Karakin Wind Farms around 150km north of Perth.<br/><br/>The 5MW West Hills Wind Farm supplies electricity to our client farm in Lancelin.</p>",,lat=-30.858103 lng=115.463261,"[FacilityUnit(code='BLAIRFOX_WESTHILLS_WF3', fueltech_id=<UnitFueltechType.WIND: 'wind'>, status_id=<UnitStatusType.OPERATING: 'operating'>, capacity_registered=5.0, capacity_maximum=None, capacity_storage=None, emissions_factor_co2=None, data_first_seen=datetime.datetime(2013, 12, 18, 12, 0, tzinfo=TzInfo(28800)), data_last_seen=datetime.datetime(2025, 11, 30, 7, 55, tzinfo=TzInfo(28800)), dispatch_type='GENERATOR', commencement_date=None, commencement_date_specificity=None, commencement_date_display=None, closure_date=None, closure_date_specificity=None, closure_date_display=None, expected_operation_date=None, expected_operation_date_specificity=None, expected_operation_date_display=None, expected_closure_date=None, expected_closure_date_specificity=None, expected_closure_date_display=None, construction_start_date=None, construction_start_date_specificity=None, construction_start_date_display=None, project_approval_date=None, project_approval_date_specificity=None, project_approval_date_display=None, project_lodgement_date=None, created_at=datetime.datetime(2023, 10, 18, 4, 34, 36, tzinfo=TzInfo(0)), updated_at=datetime.datetime(2024, 10, 28, 23, 41, 12, tzinfo=TzInfo(0)))]",2023-10-18 04:34:36+00:00,2024-12-11 00:53:05+00:00
YANDIN,Yandin,WEM,WEM,"<p>Yandin Wind Farm is Western Australia&#x27;s largest wind power station located in Dandaragan, Western Australia. Construction was completed in late October 2020. It comprises of 51 turbines with hub heights of 105m to maximise performance in the site’s specific wind conditions</p>",,lat=-30.680971 lng=115.694249,"[FacilityUnit(code='YANDIN_WF1', fueltech_id=<UnitFueltechType.WIND: 'wind'>, status_id=<UnitStatusType.OPERATING: 'operating'>, capacity_registered=214.0, capacity_maximum=None, capacity_storage=None, emissions_factor_co2=None, data_first_seen=datetime.datetime(2020, 7, 13, 7, 0, tzinfo=TzInfo(28800)), data_last_seen=datetime.datetime(2025, 11, 30, 7, 55, tzinfo=TzInfo(28800)), dispatch_type='GENERATOR', commencement_date=None, commencement_date_specificity=None, commencement_date_display=None, closure_date=None, closure_date_specificity=None, closure_date_display=None, expected_operation_date=None, expected_operation_date_specificity=None, expected_operation_date_display=None, expected_closure_date=None, expected_closure_date_specificity=None, expected_closure_date_display=None, construction_start_date=None, construction_start_date_specificity=None, construction_start_date_display=None, project_approval_date=None, project_approval_date_specificity=None, project_approval_date_display=None, project_lodgement_date=None, created_at=datetime.datetime(2023, 10, 18, 4, 35, 33, tzinfo=TzInfo(0)), updated_at=datetime.datetime(2025, 5, 13, 6, 49, 46, tzinfo=TzInfo(0)))]",2023-10-18 04:35:33+00:00,2025-07-08 03:48:26+00:00
COLLIE_ESR4,Collie,WEM,WEM,"<p>In line with the WA State Government’s decarbonisation strategy to be delivered by 2030, the Collie Battery Energy Storage System (CBESS) Project forms part of Synergy&#x27;s decarbonisation strategy.</p><p>Coal-fired power generation is being replaced with renewable energy generation infrastructure and energy storage solutions.</p><p>CBESS is expected to deliver 64% of the new energy storage capacity announced as part of this plan.</p>",,lat=-33.33752 lng=116.258783,"[FacilityUnit(code='COLLIE_ESR4G1', fueltech_id=<UnitFueltechType.BATTERY_DISCHARGING: 'battery_discharging'>, status_id=<UnitStatusType.OPERATING: 'operating'>, capacity_registered=250.0, capacity_maximum=250.0, capacity_storage=1000.0, emissions_factor_co2=None, data_first_seen=datetime.datetime(2025, 10, 17, 9, 0, tzinfo=TzInfo(28800)), data_last_seen=datetime.datetime(2025, 11, 30, 7, 20, tzinfo=TzInfo(28800)), dispatch_type='GENERATOR', commencement_date=None, commencement_date_specificity=None, commencement_date_display=None, closure_date=None, closure_date_specificity=None, closure_date_display=None, expected_operation_date=None, expected_operation_date_specificity=None, expected_operation_date_display=None, expected_closure_date=None, expected_closure_date_specificity=None, expected_closure_date_display=None, construction_start_date=None, construction_start_date_specificity=None, construction_start_date_display=None, project_approval_date=None, project_approval_date_specificity=None, project_approval_date_display=None, project_lodgement_date=None, created_at=datetime.datetime(2025, 3, 19, 0, 47, 15, tzinfo=TzInfo(0)), updated_at=datetime.datetime(2025, 11, 6, 0, 22, 52, tzinfo=TzInfo(0)))]",2025-01-31 00:17:51+00:00,2025-10-16 00:58:24+00:00
COLLIE_ESR,Collie 1,WEM,WEM,"<p>Collie Battery is Neoen’s first 4-hour long duration battery &amp; its first major project in Western Australia. The project has development approval for 1 GW / 4 GWh.<br/><br/>Once operational, Collie Battery will be able to provide short duration storage in peak times to ease pressure on the grid. It will have the ability to charge and discharge 20% of the average demand in Western Australia’s South-West Interconnected System (SWIS).</p><p>Stage 1 is sized at 219 MW / 877 MWh</p>",,lat=-33.311307 lng=116.293545,"[FacilityUnit(code='COLLIE_ESRG1', fueltech_id=<UnitFueltechType.BATTERY_DISCHARGING: 'battery_discharging'>, status_id=<UnitStatusType.OPERATING: 'operating'>, capacity_registered=219.0, capacity_maximum=219.0, capacity_storage=877.0, emissions_factor_co2=None, data_first_seen=datetime.datetime(2024, 8, 5, 16, 45, tzinfo=TzInfo(28800)), data_last_seen=datetime.datetime(2025, 11, 30, 6, 30, tzinfo=TzInfo(28800)), dispatch_type='GENERATOR', commencement_date=None, commencement_date_specificity=None, commencement_date_display=None, closure_date=None, closure_date_specificity=None, closure_date_display=None, expected_operation_date=None, expected_operation_date_specificity=None, expected_operation_date_display=None, expected_closure_date=None, expected_closure_date_specificity=None, expected_closure_date_display=None, construction_start_date=None, construction_start_date_specificity=None, construction_start_date_display=None, project_approval_date=None, project_approval_date_specificity=None, project_approval_date_display=None, project_lodgement_date=None, created_at=datetime.datetime(2024, 12, 3, 0, 50, 39, tzinfo=TzInfo(0)), updated_at=datetime.datetime(2025, 9, 16, 5, 47, 52, tzinfo=TzInfo(0)))]",2024-12-03 00:31:06+00:00,2025-08-26 00:32:47+00:00
